ID(序號),Area(行政區),路名,位置,Address(地址),Longitude(經度),Latitude(緯度),Remark(備註),,,,,,,
74,大安區,新生南路,2段36號(箱編:4012 ),臺北市大安區新生南路2段36號(箱編:4012 ),121.533551,25.030343,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.533551, 25.030343]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區新生南路2段36號(箱編:4012 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.533551, 25.030343, 121.533551, 25.030343]
		},",,
75,大安區,和平東路,2段大安森林公園站牌(箱編:6030 ),臺北市大安區和平東路2段大安森林公園站牌(箱編:6030 ),121.536437,25.025973,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.536437, 25.025973]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區和平東路2段大安森林公園站牌(箱編:6030 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.536437, 25.025973, 121.536437, 25.025973]
		},",,
76,大安區,愛國東路,31號(箱編:4032 ),臺北市大安區愛國東路31號(箱編:4032 ),121.525628,25.031948,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.525628, 25.031948]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區愛國東路31號(箱編:4032 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.525628, 25.031948, 121.525628, 25.031948]
		},",,
77,大安區,和平東路,1段22號(箱編:4005),臺北市大安區和平東路1段22號(箱編:4005),121.523637,25.026881,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.523637, 25.026881]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區和平東路1段22號(箱編:4005)@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.523637, 25.026881, 121.523637, 25.026881]
		},",,
78,大安區,愛國東路,244號(箱編:4033 ),臺北市大安區愛國東路244號(箱編:4033 ),121.525438,25.031802,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.525438, 25.031802]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區愛國東路244號(箱編:4033 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.525438, 25.031802, 121.525438, 25.031802]
		},",,
79,大安區,仁愛路,3段22號(箱編:2013 ),臺北市大安區仁愛路3段22號(箱編:2013 ),121.534435,25.03773127,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.534435, 25.03773127]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區仁愛路3段22號(箱編:2013 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.534435, 25.03773127, 121.534435, 25.03773127]
		},",,
80,大安區,忠孝東路,3段276巷口(箱編:2005 ),臺北市大安區忠孝東路3段276巷口(箱編:2005 ),121.5423852,25.04150092,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5423852, 25.04150092]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區忠孝東路3段276巷口(箱編:2005 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.5423852, 25.04150092, 121.5423852, 25.04150092]
		},",,
81,大安區,忠孝東路,3段287號(箱編:2006 ),臺北市大安區忠孝東路3段287號(箱編:2006 ),121.5428627,25.04177309,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5428627, 25.04177309]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區忠孝東路3段287號(箱編:2006 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.5428627, 25.04177309, 121.5428627, 25.04177309]
		},",,
82,大安區,建國南路,2段306號前公車亭(箱編:7019 ),臺北市大安區建國南路2段306號前公車亭(箱編:7019 ),121.53738,25.024084,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.53738, 25.024084]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區建國南路2段306號前公車亭(箱編:7019 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.53738, 25.024084, 121.53738, 25.024084]
		},",,
83,大安區,敦化南路,2段成功國宅站牌(箱編:3001 ),臺北市大安區敦化南路2段成功國宅站牌(箱編:3001 ),121.549066,25.027255,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.549066, 25.027255]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區敦化南路2段成功國宅站牌(箱編:3001 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.549066, 25.027255, 121.549066, 25.027255]
		},",,
84,大安區,敦化南路,2段29號(箱編:3003 ),臺北市大安區敦化南路2段29號(箱編:3003 ),121.5489996,25.0322905,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5489996, 25.0322905]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區敦化南路2段29號(箱編:3003 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.5489996, 25.0322905, 121.5489996, 25.0322905]
		},",,
85,大安區,和平東路,2段42-1號建國高架橋下(箱編:7002),臺北市大安區和平東路2段42-1號建國高架橋下(箱編:7002),121.537434,25.025553,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.537434, 25.025553]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區和平東路2段42-1號建國高架橋下(箱編:7002)@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.537434, 25.025553, 121.537434, 25.025553]
		},",,
86,大安區,仁愛路,4段296號(箱編:3010 ),臺北市大安區仁愛路4段296號(箱編:3010 ),121.553678,25.0375768,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.553678, 25.0375768]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區仁愛路4段296號(箱編:3010 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.553678, 25.0375768, 121.553678, 25.0375768]
		},",,
87,大安區,和平東路,1段104巷旁(箱編:4019 ),臺北市大安區和平東路1段104巷旁(箱編:4019 ),121.528326,25.026505,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.528326, 25.026505]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區和平東路1段104巷旁(箱編:4019 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.528326, 25.026505, 121.528326, 25.026505]
		},",,
88,大安區,基隆路,與和平東路口-六張犁捷運站(箱編:5029 ),臺北市大安區基隆路與和平東路口-六張犁捷運站(箱編:5029 ),121.55262,25.023926,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.55262, 25.023926]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區基隆路與和平東路口-六張犁捷運站(箱編:5029 )@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.55262, 25.023926, 121.55262, 25.023926]
		},",,
89,大安區,忠孝東路,4段120號(箱編:1017),臺北市大安區忠孝東路4段120號(箱編:1017),121.547446,25.041396,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.547446, 25.041396]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區忠孝東路4段120號(箱編:1017)@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.547446, 25.041396, 121.547446, 25.041396]
		},",,
90,大安區,敦化南路,1段226號(箱編:1032),臺北市大安區敦化南路1段226號(箱編:1032),121.548503,25.040943,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.548503, 25.040943]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區敦化南路1段226號(箱編:1032)@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.548503, 25.040943, 121.548503, 25.040943]
		},",,
91,大安區,辛亥路,3段239號青峰公園(青峰狗活動區),臺北市大安區辛亥路3段239號青峰公園(青峰狗活動區),121.551481,25.015586,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.551481, 25.015586]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區辛亥路3段239號青峰公園(青峰狗活動區)@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.551481, 25.015586, 121.551481, 25.015586]
		},",,
92,大安區,基隆路,4段溪洲河濱公園(福和橋下),臺北市大安區基隆路4段溪洲河濱公園(福和橋下),121.532641,25.008998,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.532641, 25.008998]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區基隆路4段溪洲河濱公園(福和橋下)@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.532641, 25.008998, 121.532641, 25.008998]
		},",,
93,大安區,思源街,古亭河濱公園(永福橋下),臺北市大安區思源街古亭河濱公園(永福橋下),121.527752,25.011369,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.527752, 25.011369]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區思源街古亭河濱公園(永福橋下)@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.527752, 25.011369, 121.527752, 25.011369]
		},",,
94,大安區,嘉興街,與樂業街交叉口嘉興公園,臺北市大安區嘉興街與樂業街交叉口嘉興公園,121.551648,25.021296,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.551648, 25.021296]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區嘉興街與樂業街交叉口嘉興公園@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.551648, 25.021296, 121.551648, 25.021296]
		},",,
95,大安區,溫州街,46巷大學公園,臺北市大安區溫州街46巷大學公園,121.532633,25.021862,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.532633, 25.021862]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區溫州街46巷大學公園@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.532633, 25.021862, 121.532633, 25.021862]
		},",,
96,大安區,安東街,52號大安公園,臺北市大安區安東街52號大安公園,121.54255,25.042974,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.54255, 25.042974]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區安東街52號大安公園@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.54255, 25.042974, 121.54255, 25.042974]
		},",,
97,大安區,羅斯福路,3段283巷與新生南路3段86巷口溫州公園,臺北市大安區羅斯福路3段283巷與新生南路3段86巷口溫州公園,121.531326,25.018915,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.531326, 25.018915]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區羅斯福路3段283巷與新生南路3段86巷口溫州公園@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.531326, 25.018915, 121.531326, 25.018915]
		},",,
98,大安區,復興南路,至建國南路?公圳公園,臺北市大安區復興南路至建國南路?公圳公園,121.543276,25.043366,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.543276, 25.043366]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區復興南路至建國南路?公圳公園@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.543276, 25.043366, 121.543276, 25.043366]
		},",,
99,大安區,復興南路,1段135巷與大安路1段路口?公公園,臺北市大安區復興南路1段135巷與大安路1段路口?公公園,121.545795,25.042385,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.545795, 25.042385]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區復興南路1段135巷與大安路1段路口?公公園@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.545795, 25.042385, 121.545795, 25.042385]
		},",,
100,大安區,復興南路,2段78巷42弄龍圖公園,臺北市大安區復興南路2段78巷42弄龍圖公園,121.541635,25.030503,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.541635, 25.030503]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區復興南路2段78巷42弄龍圖公園@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.541635, 25.030503, 121.541635, 25.030503]
		},",,
101,大安區,和平東路,2段118巷6弄和平公園,臺北市大安區和平東路2段118巷6弄和平公園,121.5424319,25.0235719,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5424319, 25.0235719]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區和平東路2段118巷6弄和平公園@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.5424319, 25.0235719, 121.5424319, 25.0235719]
		},",,
102,大安區,師大路,92巷古莊公園(工具間旁),臺北市大安區師大路92巷古莊公園(工具間旁),121.527519,25.022434,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.527519, 25.022434]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市大安區師大路92巷古莊公園(工具間旁)@@,@@area@@: @@大安區@@
			},
			@@bbox@@: [121.527519, 25.022434, 121.527519, 25.022434]
		},",,
103,中山區,民權東路,3段榮星公園周邊近建國北路(箱編:2037),臺北市中山區民權東路3段榮星公園周邊近建國北路(箱編:2037),121.538313,25.062514,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.538313, 25.062514]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市中山區民權東路3段榮星公園周邊近建國北路(箱編:2037)@@,@@area@@: @@中山區@@
			},
			@@bbox@@: [121.538313, 25.062514, 121.538313, 25.062514]
		},",,
104,中山區,龍江路,公車專用道候車亭與南京東路口(箱編:4001),臺北市中山區龍江路公車專用道候車亭與南京東路口(箱編:4001),121.540572,25.051952,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.540572, 25.051952]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市中山區龍江路公車專用道候車亭與南京東路口(箱編:4001)@@,@@area@@: @@中山區@@
			},
			@@bbox@@: [121.540572, 25.051952, 121.540572, 25.051952]
		},",,
105,中山區,林森北路,40號(箱編:6029),臺北市中山區林森北路40號(箱編:6029),121.524181,25.048144,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.524181, 25.048144]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市中山區林森北路40號(箱編:6029)@@,@@area@@: @@中山區@@
			},
			@@bbox@@: [121.524181, 25.048144, 121.524181, 25.048144]
		},",,
106,中山區,中山北路,1段53巷口(箱編:6028),臺北市中山區中山北路1段53巷口(箱編:6028),121.522716,25.049056,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.522716, 25.049056]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市中山區中山北路1段53巷口(箱編:6028)@@,@@area@@: @@中山區@@
			},
			@@bbox@@: [121.522716, 25.049056, 121.522716, 25.049056]
		},",,
107,中山區,林森北路,15號公園周邊(箱編:6008),臺北市中山區林森北路15號公園周邊(箱編:6008),121.525313,25.053368,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.525313, 25.053368]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市中山區林森北路15號公園周邊(箱編:6008)@@,@@area@@: @@中山區@@
			},
			@@bbox@@: [121.525313, 25.053368, 121.525313, 25.053368]
		},",,
108,中山區,南京東路,1段1號(箱編:6013),臺北市中山區南京東路1段1號(箱編:6013),121.522835,25.052328,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.522835, 25.052328]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市中山區南京東路1段1號(箱編:6013)@@,@@area@@: @@中山區@@
			},
			@@bbox@@: [121.522835, 25.052328, 121.522835, 25.052328]
		},",,
109,中山區,南京東路,1段公車站-雙號(箱編:6010),臺北市中山區南京東路1段公車站-雙號(箱編:6010),121.525092,25.052094,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.525092, 25.052094]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市中山區南京東路1段公車站-雙號(箱編:6010)@@,@@area@@: @@中山區@@
			},
			@@bbox@@: [121.525092, 25.052094, 121.525092, 25.052094]
		},",,
110,中山區,南京東路,1段公車站-單號(箱編:6005),臺北市中山區南京東路1段公車站-單號(箱編:6005),121.525722,25.05211,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.525722, 25.05211]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市中山區南京東路1段公車站-單號(箱編:6005)@@,@@area@@: @@中山區@@
			},
			@@bbox@@: [121.525722, 25.05211, 121.525722, 25.05211]
		},",,
111,中山區,林森北路,14號公園周邊(箱編:6002),臺北市中山區林森北路14號公園周邊(箱編:6002),121.527328,25.053371,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.527328, 25.053371]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市中山區林森北路14號公園周邊(箱編:6002)@@,@@area@@: @@中山區@@
			},
			@@bbox@@: [121.527328, 25.053371, 121.527328, 25.053371]
		},",,
112,中山區,林森北路,14號公園周邊(箱編:6006),臺北市中山區林森北路14號公園周邊(箱編:6006),121.525526,25.053471,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.525526, 25.053471]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市中山區林森北路14號公園周邊(箱編:6006)@@,@@area@@: @@中山區@@
			},
			@@bbox@@: [121.525526, 25.053471, 121.525526, 25.053471]
		},",,
113,中山區,渭水路,3巷旁(箱編:7026),臺北市中山區渭水路3巷旁(箱編:7026),121.533556,25.045737,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.533556, 25.045737]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市中山區渭水路3巷旁(箱編:7026)@@,@@area@@: @@中山區@@
			},
			@@bbox@@: [121.533556, 25.045737, 121.533556, 25.045737]
		},",,
