id,area,name,type,type2,summary,address,tel,payex,serviceTime,tw97x,tw97y,totalcar,totalmotor,totalbike,totalbus,Pregnancy_First,Handicap_First,Taxi_OneHR_Free,AED_Equipment,CellSignal_Enhancement,Accessibility_Elevator,Phone_Charge,Child_Pickup_Area,FareInfo/WorkingDay/0/Period,FareInfo/WorkingDay/0/Fare,FareInfo/WorkingDay/1/Period,FareInfo/WorkingDay/1/Fare,FareInfo/WorkingDay/2/Period,FareInfo/WorkingDay/2/Fare,FareInfo/Holiday/0/Period,FareInfo/Holiday/0/Fare,FareInfo/Holiday/1/Period,FareInfo/Holiday/1/Fare,FareInfo/Holiday/2/Period,FareInfo/Holiday/2/Fare,EntranceCoord/EntrancecoordInfo/0/Xcod,EntranceCoord/EntrancecoordInfo/0/Ycod,EntranceCoord/EntrancecoordInfo/0/Address,EntranceCoord/EntrancecoordInfo/1/Xcod,EntranceCoord/EntrancecoordInfo/1/Ycod,EntranceCoord/EntrancecoordInfo/1/Address,EntranceCoord/EntrancecoordInfo/2/Xcod,EntranceCoord/EntrancecoordInfo/2/Ycod,EntranceCoord/EntrancecoordInfo/2/Address,totallargemotor,ChargingStation,FareInfo/Holiday/3/Period,FareInfo/Holiday/3/Fare,EntranceCoord/EntrancecoordInfo/3/Xcod,EntranceCoord/EntrancecoordInfo/3/Ycod,EntranceCoord/EntrancecoordInfo/3/Address
128-9,中正區,新光摩天大樓停車場,2,,建物附設立體式小型車288格(含身心障礙停車位16格，孕婦、育有六歲以下兒童停車位10格)。,忠孝西路1段66號B3~B5,2389-5858#7715,"計時：100元/時，15分鐘內過卡免費；停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:10,500元/月。",7時至22時30分,301996.7498,2771002.179,298,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286-6,中山區,便利停車場建國三站,2,,大型車:0格，小型車:145格，機車:0格,建國北路1段90號B2~B4,2799-1001#166,50元/時，停車逾1小時以上者，未滿半小時以半小時計費，當日最高收費230元。全日7000元/月,24小時,304109.6819,2771400.591,147,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287-10,大安區,太平洋崇光百貨股份有限公司復興店停車場,2,,大型車:0格，小型車:616格，機車:0格,忠孝東路3段300號地下4-6層,2776-5555#3898,計時：120元/時，全程以半小時計費。,24小時,304800.1659,2770436.027,630,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,內湖區,西康地下停車場,1,2,為地下停車場，計有86個小型車格,內湖路1段203巷25號地下,2658-8208,"計時：20元/時，停放於充電格位之車輛每小時加收10元；依設備自動判斷未充電者每小時再加收10元[未充電者和合計每小時加收20元]，全程以半小時計。月租：全日4,800元/月。；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。",00:00:00~23:59:00,306867.318,2775280.41,88,0,0,0,2,2,0,0,0,0,0,0,00~24,20,,,,,00~24,20,,,,,25.0848345,121.563665,文湖街60巷,,,,,,,,2,,,,,
1291-7,內湖區,長揚停車場加美站,2,,大型車:0格，小型車:33格，機車:0格,瑞光路188巷43、45號B1~B3,2761-9188,"50元/時，停車未滿1小時以1小時計；停車逾1小時以上者，未滿半小時以半小時計費。計次：200元/次(08~24)(隔日另計)。月租：全日5,000元/月，夜間2,000元/月(19~08)，日間3,000元/月(08~19)",24小時,308169.1648,2774106.386,34,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293-7,文山區,國家考場大樓地下停車場,2,,大型車:0格，小型車:133格，機車:78格,木柵路1段72號B1、B2,2236-9188#3183,小型車30元/時(8-18)，20元/時(18-8)，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費，全日3500元/月，日間1800元/月，夜間1800元/月；機車臨停20元/次(按日累計)，月租300/月,24小時,305458.6229,2764465.678,136,81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296-10,北投區,振興醫療財團法人振興醫院附設停車場,2,,建物附設立體式小型車133格[含身心障礙停車位6格，孕婦、育有6歲以下兒童停車位2格]。,振興街45號(建物附設平面及地下1樓),2826-4400#8710,計時：50元/時[08-20]、10元/時[20-08]，入場後停車前30分鐘免費，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,302666.0305,2778887.908,141,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297-4,中正區,臨沂停車塔,2,,大型車:0格，小型車:22格，機車:0格,臨沂街75巷35號,2258-5861,"100元/時，全程以半小時計費，月租10,000元/月",24小時,303470.2846,2769733.941,23,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300-8,大安區,168停車聯盟-信義安和場停車場,2,,立體式小型車84格(含身心障礙停車位1格)。,信義路4段236號地下1至4樓；通化段4小段20、20-1、20-2地號,02-2754-6661,"計時：150元/時，全程以半小時計。月租：15,000元/月。",24小時,305801.2384,2769513.527,86,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308-6,內湖區,長揚停車場陽光站,2,,大型車:0格，小型車:0格，機車:196格,文德段五小段128地號 陽光街365巷24號旁空地,2761-9188,30元/次(隔日另計)，中途離場再進場需另行計次收費。月租500元。,24小時,308203.9793,2773873.531,0,200,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,北投區,捷運忠義站轉乘停車場,1,2,平面停車場，計有44個小型車格,中央北路4段301號,2705-7716,"計時：平日20元/時(06-24時)；10元/時(00-06時)；假日30元/時(11-22時)、20元/時(6-11時、22-24時)、10元/時(00-06時)，入場前10分鐘免費，全程以半小時計費；月租：2,500元。",00:00:00~23:59:59,297731.911,2780382.57,45,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,25.12996,121.47158,,,,,,,,,,,,,,
1310-9,內湖區,嘟嘟房內湖堤頂站停車場,2,,建物附設立體式小型車130格(含身心障礙停車位4格)。,堤頂大道2段209號B1~B3,8751-6898#349,"計時：120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租12,000元/月",24小時,307306.9467,2774540.96,132,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311-6,松山區,飛璜敦北一停車場,2,,大型車:0格，小型車:8格，機車:0格,敦化段一小段499、500、520、525地號； 敦化北路120巷19號旁空地,2547-2545,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,305190.4045,2771850.947,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313-13,松山區,威京大樓停車場,2,,建物附設立體式小型車10格,東興路12號地下3、4層,8787-5280,月租:全日6000元/月；日間:5000元/月(08-19)，夜間4000元/月(19-08)。,24小時,306981.2673,2771402.509,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319-11,萬華區,Times 萬華運動中心停車場,2,,立體式小型車47格(含身心障礙停車位1格);立體式機車155格(含身心障礙停車位3格),西寧南路6-1號,25046098,計時:小型車30元/時，全程以半小時計費。計次:機車20元/次，隔日另計。,24小時,301132.4413,2771124.321,48,158,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,北投區,捷運新北投站轉乘停車場,1,2,平面停車場，計有19個小型車格,大業路700號,2705-7716,"計時：平日20元/時(06-24)、10元/時(00-06)；假日30元/時(11-22)、20元/時(06-11、22-24)、10元/時(00-06)車輛進場未滿10分鐘免費。全程以半小時計費。全時月租：3,000元/月。",00:00:00~23:59:59,300560.471,2781032.18,25,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,25.13668,121.50151,,,,,,,,,,,,,,
1326,內湖區,台灣聯通里昂停車場,2,,大型車:0格，小型車:93格，機車:0格,瑞光路406、408、410、412號B2,2523-5000,60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。全日6000元/月，日間5000元(08~20)/月，夜間4000元(20~08)/月,24小時,307551.846,2774551.268,94,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,北投區,捷運唭哩岸站轉乘停車場,1,2,平面停車場，計有37個小型車格,東華街2段301號,2705-7716,"計時：30元/時(6-24)，10元/時(0-翌日6)，車輛進場未滿10分鐘免費，全程以半小時計費。月租：3,500元/月。",00:00:00~23:59:59,301070.42,2779256.76,39,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,25.12079,121.50786,,,,,,,,,,,,,,
1330-3,中山區,維多麗亞酒店附設停車場,2,,大型車:0格，小型車:88格，機車:0格,敬業四路168號B1~B3,8502-0007#3310,100元/時，停車逾1小時以上者，未滿半小時以半小時計費,24小時,306375.7771,2775228.84,89,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334-6,中山區,長揚停車場基湖二站,2,,大型車:0格，小型車:6格，機車:0格,金泰段55-1地號 基湖路145巷28號旁空地,2761-9188,月租:全日4000元。日間3000元(08-19)。夜間2500元(19-08)。,24小時,306940.6922,2774509.142,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337-6,士林區,北台國際開發有限公司葫蘆堵停車場,2,,大型車:0格，小型車:54格，機車:198格,延平北路5段136巷1號B1~B3,7715-2938,"汽車：計時30元/時(全程以半小時計費)；計次600元(隔日另計)；月租7200元/月，所在里民優惠7折。機車：計次20元/次；月租2,400元/月，所在里民優惠7折。",24小時,301521.1627,2774992.868,56,202,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339-14,大同區,鄭州路機車停車場,2,,大型車0格；小型車0格；機車97格,,02-2712-7977,"計時:20元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租:1,000元/月",24小時,302073.7091,2771316.461,0,97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,北投區,捷運石牌站轉乘停車場,1,2,平面停車場，計有64個小型車格,石牌路1段200號,2705-7716,計時：平日30元/時（06-24）；10元/時（00-06）；假日40元/時（06-24）；10元/時（00-06），車輛進場未滿10分鐘免費，全程以半小時計費。全日月租：3500元/月。,00:00:00~23:59:59,301888.572,2778725.82,66,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,25.11614,121.51469,,,,,,,,,,,,,,
134-7,中山區,民生停車場,2,,建物附設立體式小型車15格(含身心障礙停車位1格),台北市中山區民生西路16號地下室,0933-159-457,"計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：7,000元/月。",臨停：08-22時；月租：24小時,302682.7484,2772255.219,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345-4,中山區,長揚停車場北安站,2,,大型車:0格，小型車:38格，機車:0格,北安路630巷13-17號B2,2761-9188,"月租：全日4,000元/月，夜間2,000元(19~08)/月，日間3,000元(08~19)/月",24小時,305459.8184,2775094.371,39,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346-3,南港區,愛馬屋南港場,2,,大型車:0格，小型車:48格，機車:0格,興華路77號,2345-7749,"計時50元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。月租：全日6,000元/月。",24小時,311162.5672,2772035.023,48,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352-4,中正區,佳音同安場停車場,2,,一般平面式小型車7格(含身心障礙停車位1格)。,牯嶺街95巷107號對面空地,27484522,"計時：100元/時，全程以半小時計。月租：8,000元/月。",24小時,302631.082,2768644.364,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357-10,大安區,禾典大安站,2,,大型車:0格，小型車:8格，機車:0格,大安段三小段70、71地號 四維路176巷16號旁空地,2709-8677,"200元/時，停車逾1小時以上者，未滿半小時以半小時計費，全日月票20,000元、日間(8-18)10000元、夜間(18-8)10000元",24小時,305202.6845,2768971.679,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,士林區,捷運士林站轉乘停車場1,1,1,平面式小型車138格(含身心障礙停車位3格),福德路1號,2246-1708,"計時：小型車50元/時(06-24)、20元/時(00-06)，全程以半小時計費。月租：小型車全日5,000元/月，機車全日300元/月。計次：機車20/次(隔日隔次另計，以凌晨2時為基準)。",00:00:00~23:59:59,303108.047,2776107.26,81,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,
1368-4,文山區,義芳第二停車場,2,,大型車:0格，小型車:148格，機車:0格,興隆段三小段218-3、218-5、331、331-1、331-2、331-3、331-4、331-5、331-6地號 興隆路1段125巷10-1號旁,2306-2131,"月租：3,000元/月",24小時,304802.5963,2766092.941,150,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,士林區,捷運芝山站轉乘停車場1,1,1,為平面停車場，計有164個小型車格,福國路70號,2246-1708,"小型車計時：平日30元/時(06-24)，10元/時(00-06)，假日40元/時(11-22時)，30元/時(06-11時，22-24時)，10元/時(00-06時)，全程以半小時計費。小型車全日月租：4,000元/月，機車計次20元/次(隔日另計，以凌晨2時為基準)，全日月租：300元/月",00:00:00~23:59:59,302730.752,2777139.53,168,167,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,25.09273,121.52656,,,,,,,,0,0,,,,,
1381-7,士林區,好庭車停車場(福國路站),2,,一般平面式小型車45格(含身心障礙停車位1格)。,蘭雅段2小段180地號.福國路50巷與福華路128巷交叉口空地,2748-4522,"計時：50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",24小時,302830.4139,2777282.314,46,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384-5,中山區,民生東路停車場,2,,大型車:0格，小型車:5格，機車:0格,中山段三小段163地號 民生東路1段11號空地,2778-5756,120元/時。停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計,24小時,302837.4252,2772331.146,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388-10,中山區,長春停車場,2,,大型車0格；小型車44格；機車0格,,0909-657-756,計時:40元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租:全日:5000元/月，日間:3500元/月，夜間:2000元/月,24小時,304378.6779,2771817.598,44,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389-6,內湖區,基湖停車場,2,,大型車0格；小型車85格；機車0格,,02-2550-5987,"計時:30元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:4,000元/月",24小時,306804.0094,2774953.393,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,士林區,捷運芝山站轉乘停車場2,1,1,計有30個小型車格,福國路70號,2550-5600#3218,"小型車全日月租：4,000元/月，機車計次20元/次(隔日另計，以凌晨2時為基準)，全日月租：300元/月",00:00:00~23:59:59,302730.752,2777139.53,30,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,25.09357,121.5258,,,,,,,,,,,,,,
1390-8,中正區,南華高中收費停車場,2,,大型車:0格，小型車:18格，機車:0格,福和段二小段291-2地號 汀州路3段58號旁空地,2368-6818,一、平日週一至週五：50元/時，停車未滿1小時以1小時計，逾1小時以上者，之後每前半小時收費25元，後半小時收費25元，未滿半小時以半小時計。二、週六、週日及國定假日：60元/時，停車未滿1小時以1小時計，逾1小時以上者，之後每前半小時收費30元，後半小時收費25元，未滿半小時以半小時計。,24小時,303603.6215,2767624.963,19,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393-12,大同區,禾典民權站,2,,一般平面式小型車48格(含身心障礙停車位1格)。,雙連段一小段3、6、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、41、41-1地號； 民權西路96巷旁空地,2709-8677,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日10,000元/月，日間8,000元/月[08-18]，夜間6,500元/月[18-08]。",24小時,302384.0148,2772788.353,49,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394-11,南港區,便利停車場南港站,2,,大型車:0格，小型車:49格，機車:0格,"南港段一小段607,607-1地號(部分面積661平方公尺)； 新民街37號旁空地",2799-1001#155,50元/時，停車逾1小時以上者，未滿半小時以半小時計費。月租5000元/月，夜間(18-08)3500元/月,24小時,311811.1715,2772119.302,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395-7,信義區,臺北市立信義國民中學停車場,2,,大型車:0格，小型車:20格，機車:0格,松仁路158巷1號,2723-6771,"12,000元/半年租，本校教職員(含退休人員得想停車費7折優惠)",24小時,307278.3698,2769092.106,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399-5,士林區,臺北市士林區士林國民小學停車場,2,,大型車:0格，小型車:41格，機車:0格,大東路165號,2881-2231#235,9000元/季,24小時,302944.7775,2776099.052,42,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,士林區,捷運民權西路轉乘停車場,1,1,平面式機車191格(含身心障礙停車位4格)。,台北市民權西路70號,2246-1708#15,機車：20元/次，隔日隔次另計，以凌晨2時為基準。月租：300元/月。,00:00:00~23:59:59,302428.4,2772872.7,0,191,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,25.10139,121.52307,,,,,,,,0,0,,,,,
1400-3,中正區,臺北市中正區螢橋國民小學停車場,2,,大型車:0格，小型車:24格，機車:0格,詔安街29號,(02)2305-4620#107,"2400元/月，7200元/季，在職員工每學期1,000元",24小時,301906.5791,2768653.42,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408-6,士林區,臺北市士林運動中心停車場,2,,大型車:0格，小型車:63格，機車:0格,士商路1號B1、B2,2880-6066,60元/時(全程以半小時計費)。月租：全天：4200元/月；日間：3600元/月(08-22)；夜間：3000元/月(22-08)。里民月票8折優惠。,24小時,302584.9937,2775802.921,64,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,士林區,捷運內湖站轉乘停車場,1,1,立體式機車319格(含身心障礙停車位10格),台北市內湖區,2246-1708#12,計次：20元/次(隔日另計，以凌晨2時為準)，月租：全日300元/月。,00:00:00~23:59:59,309942,277519,0,319,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,25.10474,121.52241,,,,,,,,0,0,,,,,
1414-4,北投區,臺北市立中正高級中學(停車場管理),2,,,文林北路77號,02-28234811,計時:30元/次，當日未於17時30分錢離場加收30元,臨時停車；計次收費，當日晚上17:30前離開。,302102.7092,2777442.2,67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415-6,文山區,景豐臨時平面停車場,2,,大型車:格，小型車:44格，機車:格,景豐街79號旁,2557-3722,計時20元，全日月票4800元,24小時,304978.4566,2766165.506,45,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416-11,松山區,Times 民權敦化第3,2,,一般平面式小型車37格[含身心障礙停車位1格]。,敦化段五小段1、1-2地號 敦化北路240號右旁空地,0800-88-8924,計時:200元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,305451.01,2772587.419,38,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417-7,大安區,臺北市立芳和實驗中學,2,,一般平面式小型車37格[含身心障礙停車位2格]。,臥龍街170號,2732-1961#504,"月租：2,000元/月，一次收取三個月費用。",平日:18時至翌日07時；假日:周六至周一上午07時；國定假日前一晚18時至國定假日結束後翌日07時,305505.6512,2767980.243,38,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419-3,文山區,義芳第三停車場,2,,大型車:0格，小型車:49格，機車:0格,興隆段二小段365、319-2地號 景豐街13號對面空地,2306-2131,月租3000元/月,24小時,305148.3728,2765870.263,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420-5,信義區,昇榮信義停車場,2,,大型車:0格，小型車:45格，機車:0格,松仁路130號正對面空地 信義段三小段52-4地號,8970-3288,100元/時，停車逾1小時以上者，未滿半小時以半小時計費，6000元/月,24小時,307386.2146,2769576.227,46,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422-5,萬華區,臺北市立龍山國民中學停車場,2,,大型車:0格，小型車:21格，機車:0格,南寧路46號,2336-2789,4500元/季，15000元/年，30元/次(限團體租借本校場地時臨停使用),夜間:周一至週五18時至翌日7時30分；日間:週六、日或國定假日全日,301064.4609,2769854.764,22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423-9,南港區,嘟嘟房南港展覽館站停車場,2,,大型車:0格，小型車:620格，機車:1770格,經貿二路2號地下1至3層,2655-0818,"小型車臨停:展覽期間60元/時，最高收費250元至無上限，非展覽期間30元/時，最高收費150元；逾晚間10時須另付過夜停車費300元。機車臨停:展覽期間30元/次，非展覽期間20元/次(隔日另計)。小型車月租:員工1,000元，協力廠商2,500元，非本館員工及協力廠商5,000元。機車月租:員工及協力廠商200元，非本館員工及協力廠商1,000元",24小時,312473.0739,2772178.078,633,1806,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424-3,文山區,景興國小停車場,2,,大型車:0格，小型車:26格，機車:0格,景華街150巷21號,2932-9438#48,9000元/半年,24小時,305351.6523,2765474.037,27,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425-7,大安區,台灣捷通古亭停車場,2,,大型車:0格，小型車:87格，機車:0格,羅斯福路3段37號,2523-5000,80元/時，停車逾1小時以上者，未滿半小時以半小時計費，全天8000元/月，日間7000元(08~20)/月，夜間6000元(20~08)/月,24小時,303026.3089,2768487.647,88,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429-6,大安區,七鼎企業股份有限公司信義停車場,2,,大型車:0格，小型車:13格，機車:0格,信義路4段337、339號地下1、2層,2733-5806,"月租：全日5,500元/月",24小時,306154.3109,2769592.266,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143-14,信義區,松壽廣場地下停車場,2,,大型車:0格，小型車:446格，機車:格,松智路15號地下,27057716,"計時：30元/時(周一至周五9-22)、40元/時(周六至周日與行政機關放假之紀念日與民俗日9-22)、10元/時(每日22-9)，全程半小時計費。 月租：全日月票3,400元/月、日間月票2,400元/月(每日7-20)、夜間月票1,000元/月(每日19-8)。10月21-22、28-29，11月4-5、11-12、18-19每日10時至20時小型車每小時60元",24小時,307143.7401,2770011.523,455,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433-3,大安區,財團法人臺北市私立復興實驗高級中學附設地下停車場,2,,大型車:0格，小型車:77格，機車:0格,敦化南路1段262號B3,2771-5859#125,"計時:80元/時，全程以半小時計費。月租:一般校外人士9,000元/月、社區居民7,000元/月。",6時30分至22時30分,305335.5904,2770253.416,79,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435-5,北投區,北投國中教職員工停車場,2,,大型車:0格，小型車:36格，機車:0格,溫泉路62號地下1層,2891-2091#404,"1,200元/月，一季3個月，以季繳為單位",平日:19時至翌日7時；假日:24小時,300779.4283,2780818.713,37,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438-6,中山區,鴻瑞停車場,2,,建物附設立體式小型車24格[含身心障礙停車位1格]。,中山北路2段93巷8號B1,26971678,計時：50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,302831.6325,2772444.616,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144-11,信義區,普羅旺斯實業股份有限公司停車場,2,,建物附設立體式小型車141格(含身心障礙停車位3格，孕婦、育有6歲以下兒童停車位2格)。,忠孝東路5段297號B4、B5,2749-5888,計時：50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,07:30-23:00,307781.3552,2770482.886,145,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441-5,文山區,樟新平面停車場,2,,大型車:格，小型車:43格，機車:格,一壽街3巷與17巷之間,0809-050-550,計時20元，全日月票4800元,24小時,306215.2201,2763638.158,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,北投區,臺北市立明德國民中學附設停車場,2,,大型車:0格，小型車:20格，機車:0格,明德路50號,2823-2539#605,"季票：4,500元(三個月為一期)。",夜間：每日19時至翌日07時。例假日：星期六、日及國定假日全天。,302276.5579,2777799.303,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443-6,內湖區,內湖國中停車場,2,,大型車:0格，小型車:50格，機車:0格,陽光街1號,2790-0843#236,月租:900元/月(夜間21:30-07:00含假日全天，無開放臨停),24小時,309388.7601,2774425.403,51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446-6,大安區,華視文教一停車場,2,,大型車:0格，小型車:40格，機車:0格,光復南路96巷25號,2754-6661#18,"150元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日15,000元。",24小時,305991.1642,2770750.752,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455-11,信義區,臺北醫學大學附設醫院停車場,2,,大型車:0格，小型車:236格，機車:134格,吳興街250號地下2、3、4層及1層機車停車場,2737-2181#8417,"汽車：50元/時，進場前15分鐘免費，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：里民2,500元/月(週六下午14時至周日全天至周一上午8時)。機車：員工免費、訪客計次30元/次(隔日另計)",24小時,306672.0942,2768756.661,242,134,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456-9,士林區,臺北市職能發展學院停車場,2,,大型車:0格，小型車:78格，機車:0格,士東路301號,2872-1940,一般民眾月租1500元，東山、三玉、芝山及天福里里民每月1350元(9折優惠),週一至週五下午17:30分起至翌日上午8時，週六、日全日,304258.0696,2778595.354,79,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461-7,內湖區,內湖一停車場,2,,一般平面式小型車22格(含身心障礙停車位1格)。,石潭段4小段437地號；民權東路6段180巷42弄24號對面空地,0971-626-627,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",24小時,309749.4498,2773337.359,23,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464-5,中正區,財團法人張榮發基金會地下停車場,2,,建物附設立體式小型車95格(含身心障礙停車位2格)。,,2351-6699#6022,計時：50元/時，未滿30分鐘免費，逾30分鐘者以1小時計費，逾1小時以上者，未滿半小時以半小時計。,7時0分至22時0分,302375.5165,2770157.246,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467-10,中正區,嘟嘟房光華商場站停車場,2,,大型車:0格，小型車:89格，機車:149格,市民大道3段8號地下1層,2655-0818,"計時：小型車60元/時，全程以半小時計費。計次:機車20元/次，隔日另計。月租:小型車全日6,000元/月、機車2,000元/月。",24小時,303644.0475,2770905.695,91,152,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
